fixed acidity;volatile acidity;citric acid;residual sugar;chlorides;free sulfur dioxide;total sulfur dioxide;density;pH;sulphates;alcohol;quality;great
07.мар;0.48;0.32;02.янв;0.062;31;54;0.99728;03.мар;0.65;10;7;1
06.июл;01.апр;0.08;02.мар;0.067;19;32;0.99648;мар.52;0.57;11;4;0
07.мар;0.48;0.32;02.янв;0.062;31;54;0.99728;03.мар;0.65;10;7;1
07.мар;0.98;0.05;02.янв;0.061;20;49;0.99705;мар.31;0.55;09.июл;3;0
10;0.69;0.11;01.апр;0.084;8;24;0.99578;фев.88;0.47;09.июл;5;0
06.июл;0.7;0.08;мар.75;0.067;8;16;0.99334;мар.43;0.52;12.июн;5;0
07.июн;0.35;0.6;02.июн;0.073;23;44;0.99656;мар.38;0.79;11.янв;6;1
06.янв;0.6;0.08;01.авг;0.071;14;45;0.99336;мар.38;0.54;11;5;0
09.сен;0.5;0.5;13.авг;0.205;48;82;1.00242;мар.16;0.75;08.авг;5;0
05.мар;0.47;0.11;02.фев;0.048;16;89;0.99182;мар.54;0.88;13.5666666666667;7;1
09.сен;0.5;0.5;13.авг;0.205;48;82;1.00242;мар.16;0.75;08.авг;5;0
05.мар;0.47;0.11;02.фев;0.048;16;89;0.99182;мар.54;0.88;13.июн;7;1
07.янв;0.875;0.05;05.июл;0.082;3;14;0.99808;03.апр;0.52;10.фев;3;0
08.фев;0.28;0.6;3;0.104;10;22;0.99828;мар.39;0.68;10.июн;5;0
05.июн;0.62;0.03;01.май;0.08;6;13;0.99498;мар.66;0.62;10.янв;4;0
08.фев;0.28;0.6;3;0.104;10;22;0.99828;мар.39;0.68;10.июн;5;0
07.фев;0.58;0.54;02.янв;0.114;3;9;0.99719;мар.33;0.57;10.мар;4;0
08.янв;0.33;0.44;01.май;0.042;6;12;0.99542;мар.35;0.61;10.июл;5;0
06.авг;0.91;0.06;2;0.06;4;11;0.99592;мар.53;0.64;10.сен;4;0
7;0.655;0.16;02.янв;0.074;8;25;0.99606;мар.37;0.55;09.июл;5;0
06.авг;0.68;0.21;02.янв;0.07;9;23;0.99546;мар.38;0.6;10.мар;5;0
6;0.64;0.05;01.сен;0.066;9;17;0.99496;мар.52;0.78;10.июн;5;0
05.июн;0.54;0.04;01.июл;0.049;5;13;0.9942;мар.72;0.58;11.апр;5;0
06.фев;0.57;0.1;02.янв;0.048;4;11;0.99448;мар.44;0.76;10.авг;6;1
07.янв;0.22;0.49;01.авг;0.039;8;18;0.99344;мар.39;0.56;12.апр;6;1
05.июн;0.54;0.04;01.июл;0.049;5;13;0.9942;мар.72;0.58;11.апр;5;0
06.фев;0.65;0.06;01.июн;0.05;6;18;0.99348;мар.57;0.54;ноя.95;5;0
07.июл;0.54;0.26;01.сен;0.089;23;147;0.99636;мар.26;0.59;09.июл;5;0
06.апр;0.31;0.09;01.апр;0.066;15;28;0.99459;мар.42;0.7;10;7;1
7;0.43;0.02;01.сен;0.08;15;28;0.99492;мар.35;0.81;10.июн;6;1
07.июл;0.54;0.26;01.сен;0.089;23;147;0.99636;мар.26;0.59;09.июл;5;0
06.сен;0.74;0.03;02.мар;0.054;7;16;0.99508;мар.45;0.63;11.май;6;1
06.июн;0.895;0.04;02.мар;0.068;7;13;0.99582;мар.53;0.58;10.авг;6;1
06.сен;0.74;0.03;02.мар;0.054;7;16;0.99508;мар.45;0.63;11.май;6;1
07.май;0.725;0.04;01.май;0.076;8;15;0.99508;мар.26;0.53;09.июн;5;0
07.авг;0.82;0.29;04.мар;0.083;21;64;0.99642;мар.16;0.53;09.апр;5;0
07.мар;0.585;0.18;02.апр;0.078;15;60;0.99638;мар.31;0.54;09.авг;5;0
06.фев;0.44;0.39;02.май;0.077;6;14;0.99555;мар.51;0.69;11;6;1
07.май;0.38;0.57;02.мар;0.106;5;12;0.99605;мар.36;0.55;11.апр;6;1
06.июл;0.76;0.02;01.авг;0.078;6;12;0.996;мар.55;0.63;сен.95;3;0
06.авг;0.81;0.05;2;0.07;6;14;0.99562;мар.51;0.66;10.авг;6;1
07.май;0.38;0.57;02.мар;0.106;5;12;0.99605;мар.36;0.55;11.апр;6;1
07.янв;0.27;0.6;02.янв;0.074;17;25;0.99814;мар.38;0.72;10.июн;6;1
07.сен;0.18;0.4;01.авг;0.062;7;20;0.9941;мар.28;0.7;11.янв;5;0
06.апр;0.36;0.21;02.фев;0.047;26;48;0.99661;мар.47;0.77;09.июл;6;1
07.янв;0.69;0.04;02.янв;0.068;19;27;0.99712;мар.44;0.67;09.авг;5;0
06.апр;0.79;0.04;02.фев;0.061;11;17;0.99588;мар.53;0.65;10.апр;6;1
06.апр;0.56;0.15;01.авг;0.078;17;65;0.99294;мар.33;0.6;10.май;6;1
06.сен;0.84;0.21;04.янв;0.074;16;65;0.99842;мар.53;0.72;9.23333333333333;6;1
06.сен;0.84;0.21;04.янв;0.074;16;65;0.99842;мар.53;0.72;сен.25;6;1
06.янв;0.32;0.25;02.мар;0.071;23;58;0.99633;мар.42;0.97;10.июн;5;0
06.май;0.53;0.06;2;0.063;29;44;0.99489;мар.38;0.83;10.мар;6;1
07.апр;0.47;0.46;02.фев;0.114;7;20;0.99647;мар.32;0.63;10.май;5;0
06.июн;0.7;0.08;02.июн;0.106;14;27;0.99665;мар.44;0.58;10.фев;5;0
06.май;0.53;0.06;2;0.063;29;44;0.99489;мар.38;0.83;10.мар;6;1
06.сен;0.48;0.2;01.сен;0.082;9;23;0.99585;мар.39;0.43;09.май;4;0
06.янв;0.32;0.25;02.мар;0.071;23;58;0.99633;мар.42;0.97;10.июн;5;0
06.авг;0.48;0.25;2;0.076;29;61;0.9953;мар.34;0.6;10.апр;5;0
6;0.42;0.19;2;0.075;22;47;0.99522;мар.39;0.78;10;6;1
06.июл;0.48;0.08;02.янв;0.064;18;34;0.99552;мар.33;0.64;09.июл;5;0
06.авг;0.47;0.08;02.фев;0.064;18;38;0.99553;03.мар;0.65;09.июн;6;1
07.янв;0.53;0.07;01.июл;0.071;15;24;0.9951;мар.29;0.66;10.авг;6;1
07.сен;0.29;0.49;02.фев;0.096;21;59;0.99714;мар.31;0.67;10.янв;6;1
07.янв;0.69;0.08;02.янв;0.063;42;52;0.99608;мар.42;0.6;10.фев;6;1
06.июн;0.44;0.09;02.фев;0.063;9;18;0.99444;мар.42;0.69;11.мар;6;1
06.янв;0.705;0.1;02.авг;0.081;13;28;0.99631;03.июн;0.66;10.фев;5;0
07.фев;0.53;0.13;2;0.058;18;22;0.99573;мар.21;0.68;09.сен;6;1
8;0.39;0.3;01.сен;0.074;32;84;0.99717;мар.39;0.61;9;5;0
06.июн;0.56;0.14;02.апр;0.064;13;29;0.99397;мар.42;0.62;11.июл;7;1
7;0.55;0.13;02.фев;0.075;15;35;0.9959;мар.36;0.59;09.июл;6;1
06.янв;0.53;0.08;01.сен;0.077;24;45;0.99528;03.июн;0.68;10.мар;6;1
05.апр;0.58;0.08;01.сен;0.059;20;31;0.99484;03.май;0.64;10.фев;6;1
06.фев;0.64;0.09;02.май;0.081;15;26;0.99538;мар.57;0.63;12;5;0
07.фев;0.39;0.32;01.авг;0.065;34;60;0.99714;мар.46;0.78;09.сен;5;0
06.фев;0.52;0.08;04.апр;0.071;11;32;0.99646;мар.56;0.63;11.июн;6;1
07.апр;0.25;0.29;02.фев;0.054;19;49;0.99666;03.апр;0.76;10.сен;7;1
06.июл;0.855;0.02;01.сен;0.064;29;38;0.99472;03.мар;0.56;окт.75;6;1
11.янв;0.44;0.42;02.фев;0.064;14;19;0.99758;мар.25;0.57;10.апр;6;1
08.апр;0.37;0.43;02.мар;0.063;12;19;0.9955;мар.17;0.81;11.фев;7;1
06.май;0.63;0.33;01.авг;0.059;16;28;0.99531;мар.36;0.64;10.янв;6;1
7;0.57;0.02;2;0.072;17;26;0.99575;мар.36;0.61;10.фев;5;0
06.мар;0.6;0.1;01.июн;0.048;12;26;0.99306;мар.55;0.51;12.янв;5;0
11.фев;0.4;0.5;2;0.099;19;50;0.99783;03.янв;0.58;10.апр;5;0
07.апр;0.36;0.3;01.авг;0.074;17;24;0.99419;мар.24;0.7;11.апр;8;1
07.янв;0.68;0;02.мар;0.087;17;26;0.99783;мар.45;0.53;09.май;5;0
07.янв;0.67;0;02.мар;0.083;18;27;0.99768;мар.44;0.54;09.апр;5;0
06.мар;0.68;0.01;03.июл;0.103;32;54;0.99586;мар.51;0.66;11.мар;6;1
07.мар;0.735;0;02.фев;0.08;18;28;0.99765;мар.41;0.6;09.апр;5;0
06.июн;0.855;0.02;02.апр;0.062;15;23;0.99627;мар.54;0.6;11;6;1
7;0.56;0.17;01.июл;0.065;15;24;0.99514;мар.44;0.68;окт.55;7;1
06.июн;0.88;0.04;02.фев;0.066;12;20;0.99636;мар.53;0.56;09.сен;5;0
06.июн;0.855;0.02;02.апр;0.062;15;23;0.99627;мар.54;0.6;11;6;1
06.сен;0.63;0.33;06.июл;0.235;66;115;0.99787;мар.22;0.56;09.май;5;0
07.авг;0.6;0.26;2;0.08;31;131;0.99622;мар.21;0.52;09.сен;5;0
07.авг;0.6;0.26;2;0.08;31;131;0.99622;мар.21;0.52;09.сен;5;0
07.авг;0.6;0.26;2;0.08;31;131;0.99622;мар.21;0.52;09.сен;5;0
07.фев;0.695;0.13;2;0.076;12;20;0.99546;мар.29;0.54;10.янв;5;0
07.фев;0.695;0.13;2;0.076;12;20;0.99546;мар.29;0.54;10.янв;5;0
07.фев;0.695;0.13;2;0.076;12;20;0.99546;мар.29;0.54;10.янв;5;0
06.июл;0.67;0.02;01.сен;0.061;26;42;0.99489;мар.39;0.82;10.сен;6;1
06.июл;0.16;0.64;02.янв;0.059;24;52;0.99494;мар.34;0.71;11.фев;6;1
07.фев;0.695;0.13;2;0.076;12;20;0.99546;мар.29;0.54;10.янв;5;0
7;0.56;0.13;01.июн;0.077;25;42;0.99629;мар.34;0.59;09.фев;5;0
06.фев;0.51;0.14;01.сен;0.056;15;34;0.99396;мар.48;0.57;11.май;6;1
06.апр;0.36;0.53;02.фев;0.23;19;35;0.9934;мар.37;0.93;12.апр;6;1
06.апр;0.38;0.14;02.фев;0.038;15;25;0.99514;мар.44;0.65;11.янв;6;1
07.мар;0.69;0.32;02.фев;0.069;35;104;0.99632;мар.33;0.51;09.май;5;0
6;0.58;0.2;02.апр;0.075;15;50;0.99467;мар.58;0.67;12.май;6;1
05.июн;0.31;0.78;13.сен;0.074;23;92;0.99677;мар.39;0.48;10.май;6;1
07.май;0.52;0.4;02.фев;0.06;12;20;0.99474;мар.26;0.64;11.авг;6;1
8;0.3;0.63;01.июн;0.081;16;29;0.99588;03.мар;0.78;10.авг;6;1
06.фев;0.7;0.15;05.янв;0.076;13;27;0.99622;мар.54;0.6;11.сен;6;1
06.авг;0.67;0.15;01.авг;0.118;13;20;0.9954;мар.42;0.67;11.мар;6;1
06.фев;0.56;0.09;01.июл;0.053;24;32;0.99402;мар.54;0.6;11.мар;5;0
07.апр;0.35;0.33;02.апр;0.068;9;26;0.9947;мар.36;0.6;11.сен;6;1
06.фев;0.56;0.09;01.июл;0.053;24;32;0.99402;мар.54;0.6;11.мар;5;0
06.янв;0.715;0.1;02.июн;0.053;13;27;0.99362;мар.57;0.5;11.сен;5;0
06.фев;0.46;0.29;02.янв;0.074;32;98;0.99578;мар.33;0.62;09.авг;5;0
06.июл;0.32;0.44;02.апр;0.061;24;34;0.99484;мар.29;0.8;11.июн;7;1
07.фев;0.39;0.44;02.июн;0.066;22;48;0.99494;03.мар;0.84;11.май;6;1
07.май;0.31;0.41;02.апр;0.065;34;60;0.99492;мар.34;0.85;11.апр;6;1
05.авг;0.61;0.11;01.авг;0.066;18;28;0.99483;мар.55;0.66;10.сен;6;1
07.фев;0.66;0.33;02.май;0.068;34;102;0.99414;мар.27;0.78;12.авг;6;1
06.июн;0.725;0.2;07.авг;0.073;29;79;0.9977;мар.29;0.54;09.фев;5;0
06.мар;0.55;0.15;01.авг;0.077;26;35;0.99314;мар.32;0.82;11.июн;6;1
05.апр;0.74;0.09;01.июл;0.089;16;26;0.99402;мар.67;0.56;11.июн;6;1
06.мар;0.51;0.13;02.мар;0.076;29;40;0.99574;мар.42;0.75;11;6;1
06.авг;0.62;0.08;01.сен;0.068;28;38;0.99651;мар.42;0.82;09.май;6;1
06.фев;0.6;0.08;2;0.09;32;44;0.9949;мар.45;0.58;10.май;5;0
05.сен;0.55;0.1;02.фев;0.062;39;51;0.99512;мар.52;0.76;11.фев;6;1
06.мар;0.51;0.13;02.мар;0.076;29;40;0.99574;мар.42;0.75;11;6;1
05.сен;0.645;0.12;2;0.075;32;44;0.99547;мар.57;0.71;10.фев;5;0
6;0.31;0.47;03.июн;0.067;18;42;0.99549;мар.39;0.66;11;6;1
