fixed acidity;volatile acidity;citric acid;residual sugar;chlorides;free sulfur dioxide;total sulfur dioxide;density;pH;sulphates;alcohol;quality;great
05.июл;0.43;0.3;05.июл;0.039;24;98;0.992;мар.54;0.61;12.мар;7;1
06.июн;0.56;0.16;03.янв;0.045;28;92;0.994;03.дек;0.35;09.янв;6;1
07.янв;0.36;0.56;01.мар;0.046;25;102;0.9923;мар.24;0.33;10.май;6;1
06.авг;0.23;0.4;01.июн;0.047;5;133;0.993;мар.23;0.7;11.апр;6;1
06.фев;0.33;0.29;01.мар;0.042;26;138;0.9956;мар.77;0.64;09.май;5;0
05.июн;0.49;0.13;04.май;0.039;17;116;0.9907;мар.42;0.9;13.июл;7;1
06.июн;0.42;0.33;02.авг;0.034;15;85;0.99;мар.28;0.51;13.апр;6;1
07.мар;0.18;0.29;01.фев;0.044;12;143;0.9918;03.фев;0.48;11.мар;7;1
08.янв;0.19;0.4;0.9;0.037;73;180;0.9926;03.июн;0.34;10;6;1
05.сен;0.19;0.26;07.апр;0.034;33;123;0.995;мар.49;0.42;10.янв;6;1
06.фев;0.16;0.47;01.апр;0.029;23;81;0.99;мар.26;0.42;12.фев;6;1
06.июн;0.42;0.33;02.авг;0.034;15;85;0.99;мар.28;0.51;13.апр;6;1
05.июл;0.135;0.3;04.июн;0.042;19;101;0.9946;мар.31;0.42;09.мар;6;1
05.июн;0.49;0.13;04.май;0.039;17;116;0.9907;мар.42;0.9;13.июл;7;1
06.сен;0.19;0.33;01.июн;0.039;27;98;0.9898;03.сен;0.46;12.мар;7;1
07.мар;0.18;0.29;01.фев;0.044;12;143;0.9918;03.фев;0.48;11.мар;7;1
07.мар;0.25;0.36;13.янв;0.05;35;200;0.9986;03.апр;0.46;08.сен;7;1
07.мар;0.25;0.36;13.янв;0.05;35;200;0.9986;03.апр;0.46;08.сен;7;1
7;0.2;0.34;05.июл;0.035;32;83;0.9928;мар.19;0.46;11.май;6;1
07.мар;0.25;0.36;13.янв;0.05;35;200;0.9986;03.апр;0.46;08.сен;7;1
06.мар;0.67;0.48;12.июн;0.052;57;222;0.9979;мар.17;0.52;09.мар;6;1
07.апр;0.4;0.29;05.апр;0.044;31;122;0.994;03.мар;0.5;11.янв;8;1
07.янв;0.26;0.31;02.фев;0.044;29;128;0.9937;мар.34;0.64;10.сен;8;1
9;0.31;0.48;06.июн;0.043;11;73;0.9938;02.сен;0.38;11.июн;5;0
06.мар;0.39;0.24;06.сен;0.069;9;117;0.9942;мар.15;0.35;10.фев;4;0
08.фев;0.22;0.36;06.авг;0.034;12;90;0.9944;03.янв;0.38;10.май;8;1
07.янв;0.19;0.28;03.июн;0.033;16;78;0.993;фев.91;0.78;11.апр;6;1
07.мар;0.25;0.36;13.янв;0.05;35;200;0.9986;03.апр;0.46;08.сен;7;1
07.сен;0.2;0.34;01.фев;0.04;29;118;0.9932;мар.14;0.41;10.июн;6;1
07.янв;0.26;0.32;05.сен;0.037;39;97;0.9934;мар.31;0.4;11.июн;6;1
7;0.2;0.34;05.июл;0.035;32;83;0.9928;мар.19;0.46;11.май;6;1
06.сен;0.3;0.33;04.янв;0.035;26;155;0.9925;мар.25;0.79;12.мар;8;1
08.янв;0.29;0.49;07.янв;0.042;22;124;0.9944;мар.14;0.41;10.авг;6;1
05.авг;0.17;0.3;01.апр;0.037;55;130;0.9909;мар.29;0.38;11.мар;6;1
05.сен;0.415;0.02;0.8;0.038;22;63;0.9932;мар.36;0.36;09.мар;5;0
06.июн;0.23;0.26;01.мар;0.045;16;128;0.9934;мар.36;0.6;10;6;1
08.июн;0.55;0.35;15.55;0.057;35.5;366.5;1.0001;03.апр;0.63;11;3;0
06.сен;0.35;0.74;1;0.044;18;132;0.992;мар.13;0.55;10.фев;5;0
07.июн;0.14;0.74;01.июн;0.04;27;103;0.9916;03.июл;0.4;10.авг;7;1
09.фев;0.28;0.49;11.авг;0.042;29;137;0.998;03.янв;0.34;10.янв;4;0
06.фев;0.18;0.49;04.май;0.047;17;90;0.9919;мар.27;0.37;11.июн;6;1
05.мар;0.165;0.24;01.янв;0.051;25;105;0.9925;мар.32;0.47;09.янв;5;0
09.авг;0.25;0.74;10;0.056;36;225;0.9977;03.июн;0.43;10;4;0
08.янв;0.29;0.49;07.янв;0.042;22;124;0.9944;мар.14;0.41;10.авг;6;1
06.авг;0.22;0.49;0.9;0.052;26;128;0.991;мар.25;0.35;11.апр;6;1
07.фев;0.22;0.49;1;0.045;34;140;0.99;03.май;0.34;12.июл;6;1
07.апр;0.25;0.49;01.янв;0.042;35;156;0.9917;мар.13;0.55;11.мар;5;0
08.фев;0.18;0.49;01.янв;0.033;28;81;0.9923;3;0.68;10.апр;7;1
06.янв;0.22;0.49;01.май;0.051;18;87;0.9928;03.мар;0.46;09.июн;5;0
7;0.39;0.24;1;0.048;8;119;0.9923;3;0.31;10.янв;4;0
06.янв;0.22;0.49;01.май;0.051;18;87;0.9928;03.мар;0.46;09.июн;5;0
06.май;0.36;0.49;02.сен;0.03;16;94;0.9902;03.янв;0.49;12.янв;7;1
07.янв;0.29;0.49;01.фев;0.031;32;99;0.9893;03.июл;0.33;12.фев;6;1
07.апр;0.25;0.49;01.янв;0.042;35;156;0.9917;мар.13;0.55;11.мар;5;0
06.сен;0.23;0.24;14.фев;0.053;19;94;0.9982;мар.17;0.5;09.июн;5;0
08.май;0.56;0.74;17.85;0.051;51;243;1.0005;фев.99;0.7;09.фев;5;0
08.фев;0.18;0.49;01.янв;0.033;28;81;0.9923;3;0.68;10.апр;7;1
06.мар;0.23;0.49;07.янв;0.05;67;210;0.9951;мар.23;0.34;09.май;5;0
06.янв;0.25;0.49;07.июн;0.052;67;226;0.9956;мар.16;0.47;08.сен;5;0
07.фев;0.26;0.74;13.июн;0.05;56;162;0.998;03.мар;0.44;08.авг;5;0
07.фев;0.31;0.24;01.апр;0.057;17;117;0.9928;мар.16;0.35;10.май;5;0
8;0.25;0.49;01.фев;0.061;27;117;0.9938;03.авг;0.34;09.апр;5;0
7;0.18;0.49;05.мар;0.04;34;125;0.9914;мар.24;0.4;12.фев;6;1
07.авг;0.43;0.49;13;0.033;37;158;0.9955;мар.14;0.35;11.мар;6;1
08.мар;0.2;0.74;апр.45;0.044;33;130;0.9924;мар.25;0.42;12.фев;6;1
06.мар;0.27;0.49;01.фев;0.063;35;92;0.9911;мар.38;0.42;12.фев;6;1
07.апр;0.16;0.49;01.фев;0.055;18;150;0.9917;мар.23;0.47;11.фев;6;1
07.апр;0.16;0.49;01.фев;0.055;18;150;0.9917;мар.23;0.47;11.фев;6;1
06.сен;0.19;0.49;06.июн;0.036;49;172;0.9932;03.фев;0.27;11.май;6;1
07.авг;0.43;0.49;13;0.033;37;158;0.9955;мар.14;0.35;11.мар;6;1
07.фев;0.4;0.49;01.янв;0.048;11;138;0.9929;03.янв;0.42;09.мар;5;0
07.авг;0.43;0.49;13;0.033;37;158;0.9955;мар.14;0.35;11.мар;6;1
07.июн;0.52;0.49;14;0.034;37;156;0.9958;мар.14;0.38;11.авг;7;1
08.мар;0.21;0.49;19.авг;0.054;50;231;1.0012;фев.99;0.54;09.фев;5;0
06.сен;0.34;0.74;11.фев;0.069;44;150;0.9968;3;0.81;09.фев;5;0
06.мар;0.27;0.49;01.фев;0.063;35;92;0.9911;мар.38;0.42;12.фев;6;1
08.мар;0.2;0.74;апр.45;0.044;33;130;0.9924;мар.25;0.42;12.фев;6;1
07.янв;0.22;0.74;02.июл;0.044;42;144;0.991;мар.31;0.41;12.фев;6;1
07.сен;0.11;0.49;04.май;0.048;27;133;0.9946;мар.24;0.42;10.июн;6;1
08.май;0.17;0.74;03.июн;0.05;29;128;0.9928;мар.28;0.4;12.апр;6;1
06.апр;0.145;0.49;05.апр;0.048;54;164;0.9946;мар.56;0.44;10.авг;6;1
07.апр;0.16;0.49;01.фев;0.055;18;150;0.9917;мар.23;0.47;11.фев;6;1
08.мар;0.19;0.49;01.фев;0.051;11;137;0.9918;03.июн;0.46;11;6;1
8;0.44;0.49;09.янв;0.031;46;151;0.9926;мар.16;0.27;12.июл;8;1
7;0.2;0.74;0.8;0.044;19;163;0.9931;мар.46;0.53;10.фев;5;0
06.сен;0.19;0.49;06.июн;0.036;49;172;0.9932;03.фев;0.27;11.май;6;1
07.янв;0.25;0.49;3;0.03;30;96;0.9903;мар.13;0.39;12.мар;7;1
06.май;0.24;0.24;01.июн;0.046;15;60;0.9928;мар.19;0.39;09.авг;5;0
07.фев;0.4;0.49;01.янв;0.048;11;138;0.9929;03.янв;0.42;09.мар;5;0
07.июн;0.52;0.49;14;0.034;37;156;0.9958;мар.14;0.38;11.авг;7;1
07.авг;0.43;0.49;13;0.033;37;158;0.9955;мар.14;0.35;11.мар;6;1
07.авг;0.21;0.49;янв.35;0.052;6;48;0.9911;мар.15;0.28;11.апр;5;0
7;0.2;0.49;05.сен;0.038;39;128;0.9938;мар.21;0.48;10.авг;6;1
06.сен;0.25;0.24;03.июн;0.057;13;85;0.9942;фев.99;0.48;09.май;4;0
07.фев;0.08;0.49;01.мар;0.05;18;148;0.9945;мар.46;0.44;10.фев;6;1
07.янв;0.85;0.49;08.июл;0.028;40;184;0.9962;мар.22;0.36;10.июл;5;0
07.июн;0.51;0.24;01.фев;0.04;10;104;0.992;03.май;0.29;10.авг;6;1
07.сен;0.22;0.24;04.июн;0.044;39;159;0.9927;фев.99;0.28;11.май;6;1
07.июл;0.16;0.49;2;0.056;20;124;0.9948;мар.32;0.49;10.июл;6;1
07.фев;0.08;0.49;01.мар;0.05;18;148;0.9945;мар.46;0.44;10.фев;6;1
06.июн;0.25;0.24;01.июл;0.048;26;124;0.9942;мар.37;0.6;10.янв;6;1
06.июл;0.16;0.49;02.апр;0.046;57;187;0.9952;мар.62;0.81;10.апр;6;1
06.сен;0.25;0.24;03.июн;0.057;13;85;0.9942;фев.99;0.48;09.май;4;0
07.май;0.32;0.24;04.июн;0.053;8;134;0.9958;мар.14;0.5;09.янв;3;0
07.апр;0.28;0.49;01.май;0.034;20;126;0.9918;фев.98;0.39;10.июн;6;1
06.фев;0.15;0.49;0.9;0.033;17;51;0.9932;03.мар;0.7;09.апр;6;1
06.июл;0.25;0.74;19.апр;0.054;44;169;1.0004;мар.51;0.45;09.авг;6;1
06.май;0.26;0.74;13.мар;0.044;68;224;0.9972;мар.18;0.54;09.май;6;1
07.сен;0.16;0.74;17.85;0.037;52;187;0.9998;фев.99;0.41;09.мар;5;0
05.июн;0.185;0.49;01.янв;0.03;28;117;0.9918;мар.55;0.45;10.мар;6;1
07.май;0.2;0.49;01.мар;0.031;8;97;0.9918;03.июн;0.62;11.янв;5;0
8;0.3;0.49;09.апр;0.046;47;188;0.9964;мар.14;0.48;10;5;0
8;0.34;0.49;9;0.033;39;180;0.9936;мар.13;0.38;12.мар;8;1
07.июл;0.35;0.49;авг.65;0.033;42;186;0.9931;мар.14;0.38;12.апр;8;1
07.июн;0.29;0.49;09.июн;0.03;45;197;0.9938;мар.13;0.38;12.мар;7;1
06.июл;0.62;0.24;01.янв;0.039;6;62;0.9934;мар.41;0.32;10.апр;5;0
06.авг;0.27;0.49;01.фев;0.044;35;126;0.99;мар.13;0.48;12.янв;7;1
07.июл;0.27;0.49;01.авг;0.041;23;86;0.9914;мар.16;0.42;12.май;6;1
06.июл;0.51;0.24;02.янв;0.043;14;155;0.9904;мар.22;0.6;13;6;1
07.апр;0.19;0.49;09.мар;0.03;26;132;0.994;фев.99;0.32;11;7;1
08.мар;0.2;0.49;01.июл;0.04;34;169;0.9938;03.май;0.37;10.янв;5;0
06.июн;0.3;0.24;01.фев;0.034;17;121;0.9933;мар.13;0.36;09.фев;5;0
06.авг;0.36;0.24;04.июн;0.039;24;124;0.9909;мар.27;0.34;12.июн;7;1
7;0.17;0.74;12.авг;0.045;24;126;0.9942;мар.26;0.38;12.фев;8;1
09.фев;0.18;0.49;01.май;0.041;39;130;0.9945;03.апр;0.49;09.авг;7;1
08.янв;0.2;0.49;08.янв;0.051;51;205;0.9954;03.янв;0.52;11;6;1
07.авг;0.26;0.74;07.май;0.044;59;160;0.996;мар.22;0.64;10;6;1
06.авг;0.21;0.49;14.май;0.06;50;170;0.9991;мар.55;0.44;09.авг;6;1
07.сен;0.2;0.49;01.июн;0.053;15;144;0.993;мар.16;0.47;10.май;5;0
8;0.18;0.49;01.авг;0.061;10;145;0.9942;мар.23;0.48;10;5;0
08.авг;0.23;0.74;03.фев;0.042;15;126;0.9934;03.фев;0.51;11.фев;6;1
07.мар;0.22;0.49;09.апр;0.034;29;134;0.9939;фев.99;0.32;11;7;1
07.мар;0.22;0.49;09.сен;0.031;48;161;0.9937;03.янв;0.28;11.фев;6;1
07.апр;0.19;0.49;09.мар;0.03;26;132;0.994;фев.99;0.32;11;7;1
07.мар;0.155;0.49;01.мар;0.039;34;136;0.9926;мар.14;0.77;10.май;6;1
08.фев;0.22;0.49;09.июн;0.037;53;154;0.9951;03.фев;0.33;10.июн;6;1
08.фев;0.24;0.49;09.мар;0.038;52;163;0.9952;03.фев;0.33;10.июн;6;1
08.апр;0.23;0.49;07.авг;0.035;22;95;0.9935;03.апр;0.34;12;6;1
08.мар;0.2;0.49;01.июл;0.04;34;169;0.9938;03.май;0.37;10.янв;5;0
08.мар;0.2;0.49;01.июл;0.038;38;167;0.9939;03.май;0.37;10.янв;6;1
06.июн;0.3;0.24;01.фев;0.034;17;121;0.9933;мар.13;0.36;09.фев;5;0
06.сен;0.21;0.49;01.апр;0.041;15;164;0.9927;мар.25;0.63;11;5;0
8;0.25;0.49;9;0.044;31;185;0.998;мар.34;0.49;10;6;1
06.июн;0.21;0.49;18.15;0.042;41;158;0.9997;мар.28;0.39;08.июл;6;1
07.фев;0.27;0.74;12.май;0.037;47;156;0.9981;03.апр;0.44;08.июл;5;0
14.фев;0.27;0.49;01.янв;0.037;33;156;0.992;мар.15;0.54;11.янв;6;1
07.сен;0.28;0.49;07.июл;0.045;48;195;0.9954;03.апр;0.55;11;6;1
07.апр;0.27;0.49;01.янв;0.037;33;156;0.992;мар.15;0.54;11.янв;6;1
06.июн;0.21;0.49;18.15;0.042;41;158;0.9997;мар.28;0.39;08.июл;6;1
07.фев;0.27;0.74;12.май;0.037;47;156;0.9981;03.апр;0.44;08.июл;5;0
08.янв;0.3;0.49;08.янв;0.037;26;174;0.9943;03.янв;0.3;11.фев;7;1
07.май;0.23;0.49;07.июл;0.049;61;209;0.9941;мар.14;0.3;11.янв;7;1
07.мар;0.26;0.49;5;0.028;32;107;0.9936;мар.24;0.54;10.авг;6;1
07.янв;0.18;0.74;15.июн;0.044;44;176;0.9996;мар.38;0.67;9;6;1
08.май;0.15;0.49;01.май;0.031;17;122;0.9932;03.мар;0.4;10.мар;6;1
08.сен;0.13;0.49;1;0.028;6;24;0.9926;фев.91;0.32;09.сен;5;0
08.янв;0.28;0.49;1;0.04;32;148;0.9936;мар.13;0.41;10;6;1
6;0.17;0.49;1;0.034;26;106;0.992;мар.21;0.42;09.авг;6;1
07.мар;0.26;0.49;5;0.028;32;107;0.9936;мар.24;0.54;10.авг;6;1
07.янв;0.18;0.74;15.июн;0.044;44;176;0.9996;мар.38;0.67;9;6;1
07.янв;0.53;0.24;0.8;0.029;29;86;0.993;мар.16;0.32;09.янв;4;0
07.фев;0.16;0.49;01.мар;0.037;27;104;0.9924;мар.23;0.57;10.июн;6;1
07.мар;0.14;0.49;01.янв;0.038;28;99;0.9928;03.фев;0.72;10.июн;6;1
08.сен;0.13;0.49;1;0.028;6;24;0.9926;фев.91;0.32;09.сен;5;0
07.сен;0.12;0.49;05.фев;0.049;33;152;0.9952;мар.18;0.47;10.июн;6;1
06.июл;0.29;0.49;04.июл;0.034;35;156;0.9945;мар.13;0.45;09.сен;6;1
06.июл;0.3;0.49;04.авг;0.034;36;158;0.9945;03.дек;0.45;09.сен;6;1
07.янв;0.36;0.24;01.авг;0.025;32;102;0.9903;мар.34;0.59;12.авг;6;1
08.май;0.15;0.49;01.май;0.031;17;122;0.9932;03.мар;0.4;10.мар;6;1
07.сен;0.18;0.49;05.фев;0.051;36;157;0.9953;мар.18;0.48;10.июн;6;1
06.июн;0.19;0.99;01.фев;0.122;45;129;0.9936;03.сен;0.31;08.июл;6;1
07.мар;0.21;0.49;01.авг;0.038;44;152;0.9912;мар.32;0.44;12.июн;7;1
06.сен;0.3;0.49;07.июн;0.057;25;156;0.9962;мар.43;0.63;11;7;1
07.сен;0.42;0.49;08.фев;0.056;32;164;0.9965;мар.29;0.6;11.фев;7;1
06.сен;0.24;0.49;01.мар;0.032;35;148;0.9932;мар.45;0.57;10.июл;7;1
07.июн;0.23;0.49;10;0.036;45;182;0.9967;03.авг;0.58;09.июн;6;1
07.сен;0.18;0.49;05.фев;0.051;36;157;0.9953;мар.18;0.48;10.июн;6;1
06.фев;0.43;0.49;06.апр;0.045;12;115;0.9963;мар.27;0.57;9;4;0
08.авг;0.35;0.49;1;0.036;14;56;0.992;фев.96;0.33;10.май;4;0
07.авг;0.3;0.74;01.авг;0.033;33;156;0.991;мар.29;0.52;12.авг;6;1
09.янв;0.28;0.49;2;0.059;10;112;0.9958;мар.15;0.46;10.янв;5;0
07.янв;0.34;0.49;01.май;0.027;26;126;0.99;03.мар;0.33;12.фев;7;1
07.авг;0.3;0.74;01.авг;0.033;33;156;0.991;мар.29;0.52;12.авг;6;1
09.янв;0.28;0.49;2;0.059;10;112;0.9958;мар.15;0.46;10.янв;5;0
08.май;0.19;0.49;03.май;0.044;29;117;0.9938;мар.14;0.51;10.янв;6;1
07.июн;0.18;0.49;18.май;0.046;36;158;0.9996;03.июн;0.41;09.фев;5;0
07.май;0.19;0.49;01.авг;0.055;19;110;0.9946;мар.33;0.44;09.сен;5;0
07.апр;0.3;0.49;08.фев;0.055;49;188;0.9974;мар.52;0.58;09.июл;6;1
06.июл;0.3;0.74;5;0.038;35;157;0.9945;мар.21;0.46;09.сен;5;0
06.июн;0.3;0.74;04.июн;0.041;36;159;0.9946;мар.21;0.45;09.сен;5;0
07.апр;0.3;0.49;08.фев;0.055;49;188;0.9974;мар.52;0.58;09.июл;6;1
06.сен;0.22;0.49;7;0.063;50;168;0.9957;мар.54;0.5;10.мар;6;1
07.авг;0.26;0.49;03.янв;0.045;21;116;0.9931;мар.16;0.35;10.мар;5;0
08.май;0.17;0.49;08.авг;0.048;23;108;0.9947;фев.88;0.34;10.май;4;0
06.авг;0.17;0.74;02.апр;0.053;61;182;0.9953;мар.63;0.76;10.май;6;1
06.фев;0.27;0.49;01.апр;0.05;20;74;0.9931;мар.32;0.44;09.авг;6;1
07.янв;0.64;0.49;01.авг;0.05;17;128;0.9946;мар.31;0.58;10.июн;4;0
06.апр;0.18;0.74;11.сен;0.046;54;168;0.9978;мар.58;0.68;10.янв;5;0
07.июн;0.31;0.49;13.апр;0.062;50;191;0.9989;мар.22;0.53;9;4;0
09.авг;0.31;0.49;15.апр;0.046;13;119;1.0004;мар.18;0.45;09.май;5;0
9;0.3;0.49;07.фев;0.039;32;84;0.9938;фев.94;0.32;11.май;6;1
08.апр;0.24;0.49;07.апр;0.039;46;108;0.9934;03.мар;0.33;11.сен;7;1
06.апр;0.18;0.74;11.сен;0.046;54;168;0.9978;мар.58;0.68;10.янв;5;0
06.апр;0.25;0.74;07.авг;0.045;52;209;0.9956;мар.21;0.42;09.фев;6;1
07.мар;0.3;0.74;13.май;0.039;46;165;0.9982;03.фев;0.4;08.июл;5;0
09.мар;0.31;0.49;01.мар;0.042;34;147;0.9948;03.ноя;0.46;09.авг;5;0
06.апр;0.25;0.74;07.авг;0.045;52;209;0.9956;мар.21;0.42;09.фев;6;1
07.мар;0.3;0.74;13.май;0.039;46;165;0.9982;03.фев;0.4;08.июл;5;0
7;0.27;0.74;01.май;0.036;27;122;0.9926;мар.35;0.48;11.фев;6;1
07.сен;0.14;0.74;01.фев;0.028;30;165;0.991;03.авг;0.82;12.мар;6;1
06.апр;0.12;0.49;06.апр;0.042;49;161;0.9945;мар.34;0.44;10.апр;6;1
06.авг;0.21;0.74;01.фев;0.047;25;111;0.9916;мар.13;0.41;10.июл;6;1
08.июн;0.16;0.49;07.мар;0.043;9;63;0.9953;мар.13;0.59;10.май;6;1
7;0.29;0.49;03.авг;0.047;37;136;0.9938;фев.95;0.4;09.апр;6;1
06.апр;0.27;0.49;07.мар;0.046;53;206;0.9956;мар.24;0.43;09.фев;6;1
06.июн;0.55;0.01;02.июл;0.034;56;122;0.9906;мар.15;0.3;11.сен;5;0
06.апр;0.27;0.49;07.мар;0.046;53;206;0.9956;мар.24;0.43;09.фев;6;1
06.мар;0.24;0.74;01.апр;0.172;24;108;0.9932;мар.27;0.39;09.сен;6;1
06.июл;0.33;0.49;01.июн;0.167;20;94;0.9914;03.ноя;0.5;11.апр;6;1
7;0.29;0.49;03.авг;0.047;37;136;0.9938;фев.95;0.4;09.апр;6;1
08.фев;0.34;0.49;8;0.046;55;223;0.996;03.авг;0.52;10.июл;6;1
05.июн;0.39;0.24;04.июл;0.034;27;77;0.9906;мар.28;0.36;12.июл;5;0
05.июн;0.41;0.24;01.сен;0.034;10;53;0.98815;мар.32;0.5;13.май;7;1
06.июл;0.41;0.01;02.авг;0.048;39;137;0.9942;мар.24;0.35;09.май;5;0
07.янв;0.26;0.49;02.фев;0.032;31;113;0.9903;мар.37;0.42;12.сен;9;1
07.май;0.32;0.49;01.июл;0.031;44;109;0.9906;03.июл;0.46;12.май;6;1
05.авг;0.19;0.49;04.сен;0.04;44;118;0.9935;мар.34;0.38;09.май;7;1
06.сен;0.27;0.49;23.май;0.057;59;235;1.0024;фев.98;0.47;08.июн;5;0
08.янв;0.2;0.49;11.авг;0.048;46;212;0.9968;03.сен;0.46;10;7;1
07.май;0.32;0.49;01.июл;0.031;44;109;0.9906;03.июл;0.46;12.май;6;1
08.фев;0.26;0.49;05.фев;0.04;19;100;0.9941;03.дек;0.34;10.янв;6;1
07.авг;0.26;0.49;03.фев;0.027;28;87;0.9919;03.мар;0.32;11.мар;7;1
8;0.14;0.49;01.май;0.035;42;120;0.9928;мар.26;0.4;10.июн;7;1
8;0.29;0.49;11.июл;0.035;40;131;0.9958;мар.14;0.34;10.авг;5;0
07.май;0.19;0.49;01.июн;0.047;42;140;0.9932;03.апр;0.47;10.июл;6;1
06.сен;0.34;0.49;07.мар;0.045;61;206;0.9957;03.сен;0.4;9;6;1
06.фев;0.2;0.49;01.июн;0.065;17;143;0.9937;мар.22;0.52;09.фев;6;1
06.апр;0.37;0.49;13.мар;0.045;53;243;0.9982;мар.14;0.48;08.май;6;1
06.фев;0.22;0.49;6;0.029;31;128;0.9928;мар.41;0.36;11.мар;8;1
07.авг;0.26;0.49;03.фев;0.027;28;87;0.9919;03.мар;0.32;11.мар;7;1
08.сен;0.32;0.49;01.июн;0.05;17;131;0.9956;мар.13;0.34;09.апр;5;0
06.май;0.44;0.49;07.июл;0.045;16;169;0.9957;03.ноя;0.37;08.июл;6;1
7;0.14;0.49;05.сен;0.053;22;118;0.9954;мар.36;0.36;09.апр;6;1
9;0.17;0.49;1;0.039;46;131;0.993;03.сен;0.51;10.май;7;1
06.апр;0.26;0.49;06.апр;0.037;37;161;0.9954;мар.38;0.53;09.июл;6;1
9;0.22;0.49;10.апр;0.048;52;195;0.9987;мар.31;0.44;10.фев;6;1
08.сен;0.32;0.49;01.июн;0.05;17;131;0.9956;мар.13;0.34;09.апр;5;0
08.фев;0.2;0.49;03.май;0.057;14;108;0.9928;мар.19;0.35;11.май;6;1
07.авг;0.15;0.24;07.июл;0.047;21;98;0.9951;фев.94;0.31;09.июн;6;1
06.сен;0.25;0.24;01.авг;0.053;6;121;0.993;мар.23;0.7;11.апр;5;0
08.фев;0.2;0.49;03.май;0.057;14;108;0.9928;мар.19;0.35;11.май;6;1
07.янв;0.28;0.49;06.май;0.041;28;111;0.9926;мар.41;0.58;12.фев;8;1
07.апр;0.19;0.49;06.июл;0.037;15;110;0.9938;03.фев;0.38;11;7;1
08.мар;0.25;0.49;16.авг;0.048;50;228;1.0001;03.мар;0.52;09.фев;6;1
07.май;0.14;0.74;01.июн;0.035;21;126;0.9933;мар.26;0.45;10.фев;6;1
07.авг;0.49;0.49;7;0.043;29;149;0.9952;мар.21;0.33;10;5;0
08.янв;0.12;0.49;01.фев;0.042;43;160;0.9934;мар.13;0.48;09.июл;6;1
07.июн;0.47;0.49;13;0.239;42;220;0.9988;фев.96;0.51;09.фев;5;0
07.сен;0.22;0.49;03.авг;0.042;26;105;0.993;03.янв;0.39;10.май;5;0
07.авг;0.49;0.49;7;0.043;29;149;0.9952;мар.21;0.33;10;5;0
06.апр;0.22;0.49;07.май;0.054;42;151;0.9948;мар.27;0.52;10.янв;6;1
07.мар;0.19;0.49;15.55;0.058;50;134;0.9998;мар.42;0.36;09.янв;7;1
08.янв;0.3;0.49;12.мар;0.049;50;144;0.9971;03.сен;0.57;10.фев;7;1
07.мар;0.19;0.49;15.55;0.058;50;134;0.9998;мар.42;0.36;09.янв;7;1
07.май;0.24;0.49;09.апр;0.048;50;149;0.9962;мар.17;0.59;10.май;7;1
06.апр;0.22;0.49;07.май;0.054;42;151;0.9948;мар.27;0.52;10.янв;6;1
07.авг;0.21;0.49;01.фев;0.036;20;99;0.99;03.май;0.28;12.янв;7;1
07.янв;0.3;0.49;01.июн;0.045;31;100;0.9942;03.апр;0.59;10.фев;5;0
06.сен;0.26;0.49;01.июн;0.058;39;166;0.9965;мар.65;0.52;09.апр;4;0
07.июн;0.31;0.49;мар.95;0.044;27;131;0.9912;03.авг;0.67;12.авг;7;1
06.апр;0.42;0.74;12.авг;0.076;48;209;0.9978;03.дек;0.58;9;6;1
08.фев;0.29;0.49;1;0.044;29;118;0.9928;мар.24;0.36;10.сен;4;0
07.сен;0.33;0.28;31.6;0.053;35;176;1.0103;мар.15;0.38;08.авг;6;1
06.июн;0.46;0.49;07.апр;0.052;19;184;0.9956;03.ноя;0.38;9;5;0
07.авг;0.28;0.49;01.мар;0.046;27;142;0.9936;03.сен;0.59;10.фев;5;0
05.авг;0.15;0.49;01.янв;0.048;21;98;0.9929;мар.19;0.48;09.фев;5;0
07.авг;0.4;0.49;07.авг;0.06;34;162;0.9966;мар.26;0.58;11.мар;6;1
06.июн;0.31;0.49;07.июл;0.05;52;220;0.9964;03.дек;0.45;08.авг;5;0
06.июн;0.325;0.49;07.июл;0.049;53;217;0.996;мар.16;0.4;09.мар;5;0
06.июн;0.27;0.49;07.авг;0.049;62;217;0.9959;мар.17;0.45;09.апр;6;1
06.июл;0.26;0.49;08.мар;0.047;54;191;0.9954;мар.23;0.4;10.мар;6;1
06.июл;0.21;0.49;01.апр;0.047;30;114;0.9914;фев.92;0.42;10.авг;7;1
07.сен;0.33;0.28;31.6;0.053;35;176;1.0103;мар.15;0.38;08.авг;6;1
08.янв;0.28;0.46;15.апр;0.059;32;177;1.0004;мар.27;0.58;9;4;0
06.май;0.13;0.37;1;0.036;48;114;0.9911;мар.41;0.51;11.май;8;1
07.авг;0.445;0.56;1;0.04;8;84;0.9938;мар.25;0.43;10.авг;5;0
08.авг;0.39;0.34;05.сен;0.055;33;128;0.9927;фев.95;0.51;11.авг;6;1
07.сен;0.18;0.33;01.фев;0.033;20;72;0.9922;03.дек;0.38;10.май;7;1
07.янв;0.31;0.38;01.фев;0.036;10;124;0.9924;мар.14;0.44;09.сен;6;1
07.авг;0.24;0.18;06.июл;0.046;33;160;0.9963;03.фев;0.56;09.авг;6;1
7;0.35;0.3;06.май;0.028;27;87;0.9936;03.апр;0.42;11.апр;7;1
06.июн;0.26;0.31;04.авг;0.138;41;168;0.9951;03.фев;0.38;09.мар;5;0
